Features,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10
NDUFA3,0.1547,-2.123,0.2325,0.4965,1.8108,0.6447,0.1986,-0.1054,-0.3014,0.212
BF515229,-0.7528,0.3149,0.7896,0.6512,-0.7197,1.0117,-0.6825,0.4983,0.6011,0.3961
GPR152,-0.2505,-0.1007,0.5129,-0.4079,0.497,0.3528,-1.161,-0.1656,0.6691,0.2728
MRFAP1L1,-2.2355,-1.3245,-0.4461,0.7226,-0.5244,-0.2827,1.1634,0.2198,-0.6373,0.4834
AK001794,-0.3129,1.1299,-1.0364,-0.3465,1.454,-0.4199,-0.6358,2.0946,0.0892,-0.1176
EEPD1,-1.667,-0.4769,0.4782,-0.8344,-0.5995,1.1839,0.4901,-0.2625,-0.0626,0.0869
ARSH,1.973,2.0454,-0.7438,0.0388,-0.2582,-0.1448,1.6822,0.9334,-0.7563,0.9483
FANK1,-0.1895,0.2746,-0.6542,1.2709,1.0568,1.2229,-0.3998,-0.0492,0.5746,-0.4306
EEF1E1,-1.6748,-0.5278,-1.189,0.4956,0.8089,0.1537,-0.2497,0.8984,0.1472,-0.6198
DPYSL4,-0.0171,-0.2618,-0.2428,-0.792,2.0261,-1.1269,0.5811,-1.2881,-0.3867,-1.257
ITPRIPL1,0.4366,0.5474,-3.0765,0.6143,0.1825,-0.3604,2.8443,-0.0385,0.1077,-0.4987
AW303284,-0.3226,-0.0865,-0.7334,0.0397,0.4448,-0.5543,-0.0242,-1.3647,0.5105,-0.6274
ZNF589,0.6177,-1.6726,-1.5437,-0.1584,-1.3676,0.2916,1.1731,0.9398,-0.5169,-0.0053
DUSP13,0.1397,0.4812,-0.6014,-1.1267,-0.4983,0.0513,-0.4153,-0.0049,-0.331,-0.525
SCAMP2,1.5456,0.011,0.455,-0.2525,-0.9402,0.274,-0.5231,0.9046,-0.1449,0.6805
ALS2CR4,0.6208,1.4158,-0.4096,1.1543,1.087,-1.0935,0.8671,0.0472,1.2652,0.6441
C11orf31,-0.02,0.1062,1.3593,0.0276,0.2423,0.8265,0.3016,-0.1298,-0.1374,-0.0716
DCN,-0.2362,0.0497,0.9779,0.8899,1.3833,-0.7776,1.4979,-0.322,0.4373,1.3905
AK057885,-0.1608,-0.0949,0.5518,-0.8357,-0.4452,0.1241,-0.0949,0.0197,-0.6007,-0.8701
DEFB136,0.715,-0.7061,-0.6523,1.198,0.2432,-0.1503,-1.1108,-0.782,0.3106,-0.6305
OR2AE1,-0.0152,-1.2329,-0.1605,0.5914,-0.3236,1.5232,1.2903,0.3495,-0.0367,-1.3489
DB005376,-0.5322,0.0443,1.002,0.2288,-0.4055,1.4335,-0.5088,2.0565,1.4106,0.521
RAB6C,-0.9888,1.5934,-0.3178,-0.0566,-0.7319,-2.1551,0.776,0.62,0.186,1.3718
COPB2,-2.0557,0.0864,0.2674,0.3224,0.1671,1.0997,-0.7103,-1.078,0.1456,0.8688
CR608907,-1.1023,-0.7799,0.8848,-1.6519,-0.6346,-0.564,0.3932,-1.3396,0.8844,-0.4625
ENO2,0.311,-1.0727,0.2291,-0.7969,-0.4791,0.5443,-0.6346,1.904,-0.1132,-1.1572
C12orf43,1.7547,-0.2996,-0.223,-0.141,0.533,0.1134,0.4207,2.7738,-0.7213,0.2262
AA766245,0.3321,0.6562,-0.1618,-2.9645,-0.1699,0.5713,-1.716,1.4905,1.8325,-1.0418
ZBTB2,-0.8494,-0.8336,-0.6353,-0.3874,0.0698,-0.4627,-1.0026,-0.2633,-0.883,-0.5763
DB180818,0.7501,-0.6302,-0.433,0.8727,1.854,-0.1562,0.3141,0.0591,0.9202,1.5799
FAM149A,-1.4989,-1.1962,0.4209,-0.8287,-1.0553,-0.8029,0.19,-0.9568,-1.2407,0.5379
PM20D2,-0.6979,0.1532,-0.7895,-0.2609,-0.2191,-0.4504,0.9081,-0.607,-0.5785,-0.0923
SLU7,0.4436,-1.3066,0.1086,1.2469,1.0101,0.4649,1.5918,1.0707,1.4176,1.1476
AI184612,0.1694,-1.4618,0.6546,0.3979,0.2667,-0.6015,0.9209,-0.5311,0.7225,0.7107
BUD13,-0.9784,-0.9513,-1.5999,0.2469,0.3446,0.168,0.8999,0.5631,-0.5071,0.1837
MAML2,-1.1666,0.4217,-0.9323,-0.1666,-0.5871,-0.2727,1.796,0.0256,-1.2784,1.1689
TAT,-0.6014,-0.3189,-0.2921,-0.4355,-0.5748,-0.7304,0.9887,-0.5684,-0.4345,-0.3854
DB337234,0.4614,0.5136,-0.917,-0.489,0.6512,-0.8121,-1.0474,-0.1852,0.1943,0.0591
NECAB3,-1.1551,-0.7725,0.4121,-0.0898,-1.2477,1.5869,-1.3344,2.0855,0.8604,0.5839
LOC100128563,-1.1475,-0.2576,-0.3425,-1.2038,-0.3383,-0.7789,-1.1731,1.4668,-0.1553,-0.2822
FEZF1,-1.3679,-0.1532,-2.1481,-1.7697,-0.1575,1.1324,-0.7334,-1.2884,0.556,-0.8515
CCDC85C,-0.3941,1.4318,-0.1948,-1.5278,-0.3769,-0.4634,-0.7147,-0.6829,0.0528,-0.3393
KIAA1797,-1.1134,-1.506,0.2739,-0.0646,0.9681,0.399,0.5296,-1.4872,0.8225,0.2144
AI367217,0.8484,-1.8088,-1.0322,0.0366,-1.1922,-1.0798,-3.0556,-1.1916,0.2817,0.2299
TTTY18,0.7963,-1.1574,-0.6162,-0.5571,-0.3392,-0.2268,-0.4711,0.8695,1.3799,-0.1368
AW243302,-1.237,-0.0435,-1.0355,-0.4247,-1.6475,0.4121,-0.7506,-1.6112,-1.0843,-1.0969
PIGR,1.3421,0.6859,-0.58,-0.8683,-0.5764,-0.7117,2.534,-0.927,-0.8854,0.0673
PURA,-1.1982,-1.8371,-2.0427,-0.1302,0.473,0.5413,0.8799,1.4465,-0.0157,0.3338
CRB1,0.1669,-1.6581,-0.323,-1.0494,0.384,-1.3457,1.1732,-0.6914,-0.2853,0.3212
KRT76,0.087,1.5347,-0.3477,0.9555,-1.7604,1.2481,1.3102,0.2863,-1.8408,0.4175
BX105574,-0.6734,0.3537,-0.1904,-0.4996,-2.5386,-0.0428,-0.7471,4.0435,1.8754,-0.8023
CK301068,0.0234,-0.245,0.3113,0.7597,-0.7601,-1.2357,-0.5118,-0.8373,0.461,-1.3342
LOC100128571,-2.0091,2.6727,-1.8996,0.1421,-0.5978,0.2263,0.0165,0.5357,-1.5785,1.2577
WNT2,-0.8323,2.087,-0.815,0.5634,2.5003,-1.2063,-0.229,-0.6326,-1.1261,0.1236
AW104927,0.9726,-1.398,0.0174,1.8279,-1.1316,0.6414,-2.9291,1.0725,-0.2844,-0.8956
FAM177B,0.172,0.0606,-0.1723,0.0207,0.534,0.442,-0.731,-0.3605,-0.4642,0.9403
GSTM1,-0.8601,-0.8013,-0.6569,-0.6889,-0.5763,-0.6906,0.8402,-0.8781,1.1171,2.6978
MTHFSD,1.3587,-0.1105,-0.7623,-0.1161,-0.8262,-1.1593,0.0465,-2.7957,0.2033,-0.6416
BI559828,-0.5037,-0.363,-0.3855,-0.5084,-0.6439,-0.0669,-0.9002,-0.8617,-0.0849,-0.3759
C7orf28B,-0.3949,-0.3088,-1.5565,0.7007,0.7549,-0.076,-1.4481,0.7324,-0.9178,-1.4298
CD40LG,-0.4893,-0.8738,-0.5876,-0.8819,-0.8668,-1.0055,-0.1029,-0.5824,0.0087,0.7981
AI864308,0.1578,-0.1097,-2.1449,-0.1611,0.3511,-0.319,-0.7494,0.2928,1.476,-0.0918
TTC23L,-1.0809,0.2026,1.6165,1.085,0.1318,-0.7135,0.7072,-0.8077,-0.6385,0.5706
TTYH1,0.5029,-0.3923,-0.2449,-0.4257,-0.1185,-0.8051,0.8212,-0.6682,-0.6663,-0.0035
TCOF1,0.9165,1.3654,-1.8436,-0.0534,-0.3246,-0.9426,-0.5059,0.7286,0.054,-0.6912
LCE1B,0.1757,-0.2709,0.2357,-0.0551,-0.1945,0.1333,0.0232,0.8265,0.5454,0.1695
ADCY7,-0.3653,0.36,0.6432,-0.7592,-0.2795,-1.7205,-1.0592,-0.0022,-0.1326,-1.3344
C14orf184,-0.1444,0.6317,-0.1929,-0.2124,-0.1782,0.3733,0.6359,-0.2307,-0.8948,0.3193
AW449342,-0.4402,-0.3495,0.6888,0.3136,-0.3254,0.5086,0.6593,0.0053,-2.0271,-0.5106
DB312205,-2.06,-0.478,1.6294,-0.2351,-0.4968,1.2981,-0.8001,-0.952,-0.5539,-0.1172
GLIS1,-0.4883,0.508,-0.3322,-0.92,0.829,0.2566,-1.3025,1.613,-1.3133,-0.6392
FAM84B,-0.0184,0.1715,-0.5921,-0.2275,-0.5904,0.0163,-0.3764,0.2999,1.2073,0.8199
C3orf39,2.2457,-1.0379,0.2026,-0.9792,0.31,0.3811,0.4573,1.8782,-0.2088,0.6235
SLC30A2,-0.1156,-1.5412,-0.9688,-0.2416,-0.668,-0.0026,-0.1204,-1.0753,0.7541,-0.9271
C15orf21,-1.218,0.3092,-0.2137,-0.2773,-0.7307,-0.6665,-1.3487,-0.467,-0.6385,-0.2846
FAM165B,0.5913,0.0608,0.3821,0.0704,0.9922,0.6299,0.9989,1.6157,0.9072,1.8925
RPL11,-1.7156,-1.3441,-0.5337,-0.6327,-0.4499,-0.5725,1.6847,-0.6927,0.9926,-0.1547
KIAA1432,0.495,-2.1467,0.5004,0.6546,0.532,-0.3878,-0.7195,0.2242,1.0701,-0.6353
NRN1L,-0.6219,-1.866,-0.6173,-1.0292,0.4433,-0.5888,-0.3874,-0.7557,0.2282,-0.8868
AU311380,-1.0431,0.1208,0.4046,1.4664,-1.1564,-0.9562,-1.3427,1.2326,2.4585,-1.9784
DNAJB1,0.6175,1.0998,-0.109,0.3451,-1.0962,-0.353,-0.7244,-0.6912,-0.0652,-0.7848
AB062488,2.3606,0.66,0.4867,-0.9738,0.6586,0.6533,-0.1373,0.88,-0.1069,-1.3126
PUS1,0.168,0.3779,-0.4635,-0.4752,-0.9143,-0.8989,-0.6079,0.5652,0.0325,-1.3442
NCALD,-1.6122,0.6629,-0.4028,-1.363,-0.2897,-0.3607,1.4901,-1.845,-0.2778,-0.601
AK054674,-0.6423,0.6398,-0.8841,1.402,0.0148,-0.0636,1.8617,0.3109,-0.5328,-0.7831
MAPKAP1,1.1874,1.6273,-0.8982,0.469,-0.9966,0.3633,-1.4109,0.0397,0.1027,0.1701
BX112697,-0.3684,-0.3688,0.1015,0.3447,-0.3411,-1.1264,-0.686,-1.7981,0.4247,0.8861
IFT80,-0.8555,1.2151,-0.4796,1.5066,1.195,0.3873,0.0566,-0.2989,-0.1132,-0.6735
ABCC3,0.0909,0.2174,-0.8565,0.4347,0.5142,-0.8108,-1.015,-0.2678,0.0384,-0.9424
PTDSS1,0.9179,-0.118,-1.0354,-0.8158,-0.0588,-0.9492,-0.0263,-0.8937,0.8475,-1.1587
CPVL,-0.3867,1.4161,-0.029,-0.1359,0.136,-0.3978,0.9076,1.2938,0.5691,1.0559
CTH,-1.0069,-0.5355,0.4034,1.6026,0.3376,0.8967,-0.0117,-0.3295,-0.5379,-0.9967
AV731331,0.0535,0.1811,-1.4066,0.045,-0.0225,-1.3803,0.0107,-0.163,0.8763,-1.0655
BOLA2B,0.6695,-0.557,-0.5763,-0.4247,-0.0245,-0.9233,-0.2698,1.2764,0.494,-0.9885
AARSD1,-1.6134,-1.1552,0.9297,-0.4987,-0.3889,0.7571,0.7,0.5779,-1.044,-0.0109
AI223955,0.4363,0.1311,-0.1236,0.2185,-0.5517,0.73,-0.6965,0.3979,-0.9041,-1.3213
ARHGAP33,0.2811,-1.3447,1.2308,-0.6933,-0.0162,-0.2793,-0.4388,-0.6302,0.9623,0.0947
NDN,-1.3225,0.0086,0.9092,0.4859,1.1615,-1.2079,1.3129,-1.1836,-0.0949,-0.1079
GCSH,1.5033,0.9596,-0.7435,0.7231,0.2085,-0.1506,0.0833,0.2515,-0.2079,-0.5254
RAD51AP2,-0.6203,2.4618,-0.455,-1.422,0.5493,0.495,-0.8991,0.0414,-0.3513,1.4288
ELAC2,-1.2417,-0.485,-0.9845,-0.2611,0.1422,0.6208,0.4706,-1.2068,-0.1358,1.4025
C16orf79,-1.716,2.0628,0.0436,0.8941,-0.5008,0.5656,-0.8545,0.968,0.8862,-0.8087
RFXANK,0.2548,-0.317,0.5238,1.2099,0.2709,0.4493,-0.252,0.6197,0.9384,0.9549
DRD5,-0.1818,1.0253,-0.6784,1.1302,-0.7505,-1.3628,1.1675,-1.6124,-1.2911,1.8427
GLIS2,-0.2664,0.8121,0.8802,0.156,2.6499,-0.6164,0.9499,-0.9273,0.0705,-0.8726
NR_024104,-2.3968,0.2839,1.2576,0.2958,0.2195,0.0861,0.005,-0.3931,-0.8628,-0.5903
ANTXR1,0.1597,1.0269,0.9139,1.207,0.9745,-0.9981,-0.6115,-1.1719,-0.7152,-1.4768
C8orfK29,0.1751,0.7659,0.4733,0.444,-1.0159,-0.2276,-1.0205,-0.15,1.9927,-0.7967
KCNJ8,-1.3999,0.1084,-0.0936,-1.0124,-0.3062,-0.2092,0.4035,-0.8534,4.0293,-0.9375
AASS,-0.1525,0.388,-0.019,1.1181,0.8573,-1.3174,-0.3677,-1.5454,-0.5016,-1.0695
CST8,0.5194,-1.0289,-2.1857,-0.854,0.0978,-2.2095,1.1329,0.704,0.6632,-4.1469
BM009483,-0.2599,-0.7555,-0.4502,-0.1756,-0.0632,-0.4695,-0.401,0.1248,-0.6232,-0.6618
OCRL,0.3503,-1.3427,-0.7552,-0.8202,-0.6234,-1.4158,0.1236,-0.3434,0.9411,-0.1243
C7orf42,0.5406,1.4641,-0.1749,0.2571,0.7957,0.376,-0.9688,-0.3479,0.294,0.1715
LOC285045,0.4902,1.137,1.3898,-0.3598,-1.8977,0.6574,-0.0684,0.7381,-0.5688,0.4024
IL34,-0.0894,0.2266,-0.5568,-1.0414,-0.9313,-0.8126,1.4893,-0.9625,-1.2563,0.3125
MAPK1IP1L,1.2605,1.0905,0.8587,0.4888,0.3747,0.7405,-0.1883,0.8228,0.9178,1.0599
PSMD3,2.2173,0.3877,0.4319,-0.3433,-0.9955,0.0948,-0.3647,0.72,0.0288,-0.2616
PCDHGC3,-1.2127,0.5484,-0.1113,0.2818,-1.835,-1.3354,-1.1022,-1.1851,0.2926,-1.6121
LOC646999,2.1808,1.5589,0.0131,-0.7275,0.0836,1.0056,0.9518,-0.2133,-0.3047,0.4533
AW075303,-0.1209,-0.0505,-0.2993,-1.214,-0.4758,0.1639,-0.2024,-0.2394,0.6248,0.559
SPAG11A,0.1425,1.2245,-0.5464,-0.593,-0.1076,-0.339,-1.179,-1.099,0.4803,-1.6332
URM1,-0.7255,1.4887,0.6368,0.6416,-1.0211,-0.9229,-1.1979,-2.9411,-0.4336,-0.1894
KCNJ4,0.5868,0.0256,0.3146,-0.9497,-0.8674,-0.3009,1.3377,0.2045,-0.988,-1.6333
RARS,-0.8355,-1.6874,-1.342,0.387,0.3742,-1.299,0.1982,0.1659,-0.6403,-0.3201
ZFAND2B,-0.7683,1.7179,-0.3097,0.2797,-0.2323,-0.7322,-0.7179,-2.1071,-0.994,0.2232
NFRKB,-1.3721,1.2653,-0.2204,1.1206,-0.0694,0.1496,-0.4526,1.6783,-0.0498,1.2461
RTN4RL2,2.5032,0.4964,0.6559,0.1185,-0.0237,0.1451,-0.1308,-0.8424,1.2138,-0.8404
NUCB2,0.1392,-0.2299,-0.1719,-0.1492,0.0521,2.0962,-0.932,1.2065,-0.6054,0.7528
BF507633,1.7388,-0.5846,3.0986,1.4671,-0.4514,0.067,0.8126,0.3587,1.9286,0.1511
DB027866,-0.6296,0.4392,0.0424,-0.6392,0.2518,-0.0007,-0.1383,0.6669,-0.5324,0.7683
PLOD1,-1.6153,0.7307,0.7506,-0.2511,0.0954,-0.3852,-1.4115,-1.6212,-1.4929,-0.8597
BX119820,-1.8824,-1.2871,-1.1636,0.003,-0.9442,1.1463,1.2208,2.0761,-0.5286,-1.9632
NAG20,-0.0669,-0.2078,0.151,-0.4421,1.808,0.5959,-1.4501,-0.6201,1.2671,0.8252
GAL,-0.4579,2.2593,-0.5588,-0.628,-0.2385,-0.8152,0.1063,-0.5704,-0.1546,-0.3846
OTUD5,-1.0053,0.2167,-0.0914,-1.4319,-0.1269,0.0317,-0.6989,-0.8101,0.9357,-2.2867
AA935895,-0.775,-0.9232,-0.935,1.2615,-0.5361,-0.9815,-0.616,-0.661,0.2807,0.8385
STX11,1.1488,-0.0524,-0.3755,0.0017,-0.7069,-1.0804,-0.8474,0.9067,1.0553,-0.0628
BM673749,-0.478,-1.113,0.214,0.3658,-0.091,0.8352,-0.2555,0.5587,-0.3168,-1.1138
AW976634,-0.3289,-1.6999,0.4623,1.3366,0.8543,-1.2219,0.9386,0.0529,2.0217,1.1033
GRXCR2,-0.5613,-0.0212,2.0451,-0.476,-0.4409,-0.0531,-1.0759,0.2459,-1.0941,1.3928
LOC100128239,1.3532,-0.2825,-0.9302,-0.5686,-0.686,0.6369,-0.6689,0.8226,-1.0457,0.3097
KIAA1647,1.5141,1.1164,1.5726,-0.9347,-0.3273,-0.5912,-0.253,2.9612,-0.3789,-0.0653
PCP4L1,2.0738,-0.3986,-0.8752,-0.4324,0.8584,-0.8852,-1.0267,0.5703,-0.8404,-0.4964
AK095534,-2.2413,-1.1507,-1.1559,-0.704,-1.045,-0.8076,0.827,-2.0255,-1.0377,-0.6416
DENND1A,1.5883,0.0858,0.3864,0.2283,0.0092,-0.1123,-0.6164,-1.2055,1.0386,0.315
NAT14,0.8678,-0.5762,0.7068,-0.2339,0.422,-0.2957,-1.1672,-1.3263,-0.3905,-1.3389
AW341872,1.5219,0.526,0.4868,-2.2565,0.35,1.2566,-1.1972,1.3741,0.9985,1.5945
NSUN5B,0.2896,1.5009,1.2442,1.1025,0.784,1.0371,0.1845,1.7644,-1.2276,1.6115
PLXNC1,-0.4966,0.023,-0.654,0.9722,1.4202,-0.8487,-0.8301,0.1429,-0.3049,-0.4612
ZNF251,0.5257,-0.1366,0.1116,-0.6354,-0.9417,-0.4155,-0.4928,-1.526,0.5522,-0.0645
TMEM220,-1.4029,0.2424,-2.4372,-0.1717,-0.8637,-1.2756,-0.286,0.1617,-1.8921,0.8785
VIPR2,-0.6414,0.1629,-0.4937,0.6222,-0.0596,4.6637,0.0637,-0.66,-0.2446,3.1522
GLRB,-0.7336,-0.9076,2.6949,1.1485,0.5016,3.6865,0.4564,1.6081,0.071,0.092
AFG3L1,0.7862,-0.1493,-0.5604,-0.6457,0.4508,-0.5657,0.8242,0.2135,0.3052,-0.0811
KLRF1,-0.5879,-0.9378,-0.9509,-0.1814,-0.5157,-0.3616,-0.2223,-0.6583,-0.1345,-0.9924
OR2A25,0.9581,0.6038,-1.8696,-1.4051,-0.2737,2.0031,1.0266,1.2832,-0.6977,0.6981
GLA,-0.0658,-0.2096,-0.5471,0.4883,0.1702,0.065,-0.2844,-0.7746,-0.3663,-0.7119
GPX1,0.2633,-1.9649,0.5173,0.8094,0.0656,0.2341,-0.6258,0.3285,-0.5862,1.0606
PRR7,2.1322,1.9291,0.5979,-0.6154,0.7855,0.7765,1.4051,0.3991,-0.3473,0.414
C17orf67,-0.0313,-0.6802,0.2953,-0.3878,0.1916,-0.2134,-0.3728,0.1058,-0.0646,-0.2086
LXN,0.0044,-0.3733,1.0913,-0.8045,0.8823,-0.1654,-0.0051,-1.533,0.2379,0.2479
ZNF217,2.302,-0.2447,-1.0694,0.1768,0.7195,0.6711,0.3559,0.2358,1.5813,-1.2395
MLL2,-0.2445,-1.6125,-0.2844,-0.0463,1.1737,0.5528,1.1933,0.6008,0.667,0.8677
FKBP10,-0.6276,-0.4818,1.3124,-0.8369,-0.133,1.2492,-0.1109,-0.8484,-0.5286,-1.2737
AA704293,-0.1825,-0.3094,0.4128,1.1219,0.4792,0.6441,-0.4284,-0.1494,1.1934,0.285
AAAS,-0.3353,-0.213,-0.3152,0.2774,0.3751,-0.2638,-1.2212,0.8656,-0.801,-1.2695
RELL2,1.0709,-0.0349,0.1496,-0.2,-0.2339,-0.0378,-0.9773,0.5761,0.0584,-0.8654
KCNJ2,-1.172,-0.2644,0.9099,-0.2472,0.3745,0.1204,1.4596,-0.7506,0.0971,0.3679
GGTLC1,-1.1211,-0.8032,0.9175,-1.2575,-1.39,0.0262,-0.548,0.3686,-0.3971,0.6719
TRHR,2.3869,-1.7672,1.7089,0.2041,0.6582,0.5193,-2.1068,0.4665,1.1097,-0.3239
ACAP2,-1.3813,0.4881,0.3017,0.0536,0.2435,-0.3158,-1.2678,0.1686,-1.1671,-1.3714
BE351020,-0.9708,0.1727,0.3441,-1.8177,0.7579,-1.1545,1.1762,0.0748,-0.4644,-0.4439
FTHL17,-0.5031,-0.3294,-0.6357,-1.0637,0.4931,0.4835,1.6287,-0.3175,-1.4149,-1.3777
GJA5,0.1384,-0.3804,-0.0021,0.7904,0.3328,-1.0033,0.3444,-0.7099,-1.2946,-0.3016
FBXL12,-0.3009,0.8286,0.6742,0.7217,-0.706,0.6784,-0.9181,-0.3186,-0.1518,-0.3647
SUGP2,-1.098,-0.8643,0.3071,-0.3746,-0.9262,-0.7602,0.0929,-0.2532,-1.0178,-0.7163
UPF3A,0.5292,-0.8031,-1.0031,0.5774,0.0307,0.3005,2.0017,-1.1032,-0.12,0.1774
JTB,-0.3799,-0.0799,-0.4026,0.1617,0.9149,1.9085,1.1515,1.0974,1.4438,1.0115
AI863643,-0.6651,0.8128,-0.013,-0.3331,-0.1235,-1.3221,0.1418,-0.2826,0.5444,0.4011
C10orf108,-0.7433,-0.1281,-0.2385,-0.4803,-2.8341,-0.0425,0.3092,0.7298,-0.2265,0.0158
ACBD4,-1.8219,-0.9255,0.3878,-0.5312,-0.9768,1.6184,-0.5986,3.5545,-0.47,-0.0188
BQ184623,1.1192,-0.213,-1.592,-0.3943,-2.5666,-0.086,-0.6717,2.2968,2.6928,0.0073
STAC2,-0.5319,1.1383,-0.5621,-0.5361,-0.4345,-0.5197,2.1591,-0.6355,-0.8965,0.2152
BX103480,0.1685,0.1273,-0.7189,-0.5848,-0.7787,-0.3927,-0.7032,0.9167,0.8005,-1.1089
CR736855,0.8825,-0.6586,1.1196,-0.9784,-0.8793,-1.5242,0.6867,-0.0254,1.0593,-0.5195
UGT3A1,0.598,1.2051,-0.913,0.1787,0.6487,-0.0745,-2.1081,-1.0129,0.4661,0.1422
TCL1A,-0.3696,-0.413,-0.4277,-0.0735,-0.415,-0.3919,-0.4059,-0.5566,-0.0656,-0.421
BX089531,0.1487,0.3054,0.5369,0.6975,-0.7807,-1.1501,0.1865,-1.6086,1.8326,0.1945
C14orf37,-1.0946,1.1704,1.8611,0.859,2.7574,-0.86,-0.486,-1.1821,0.4006,-0.1224
AA506051,0.9163,0.0346,0.6108,0.3261,-1.1946,0.0669,-1.2239,1.0362,0.8735,2.5442
TIGD3,1.4026,1.3048,0.9973,-0.3558,0.0561,-0.1704,0.8288,2.0556,-0.0514,0.5774
AA658833,-0.4912,1.8723,-1.3703,0.0235,-1.3446,0.2978,-0.2954,-0.2804,-0.1721,-1.075
NR5A1,-0.8665,-0.7503,-0.6423,-1.4117,0.7198,-0.9498,-1.3927,-0.5844,0.2741,0.5725
AI807256,0.4567,0.7766,-0.1691,-0.3641,-1.0593,2.9391,0.1925,0.6328,0.9075,0.4903
C16orf46,1.6315,-0.2955,-1.1529,0.7047,1.1751,0.4893,1.7376,1.5189,0.3043,-0.5301
ZNF214,-1.2002,-0.62,-0.3056,0.5962,1.122,1.252,-0.1768,0.7771,-0.9489,-0.456
AA780066,-0.6603,0.6392,-0.7091,1.676,-0.1745,-0.6359,0.4207,1.3949,0.3458,0.0583
PKD2,-1.853,0.2954,0.7754,0.4323,1.1968,-1.7936,0.6527,0.1637,-0.8916,-0.8899
TDG,-0.1347,0.2055,-1.0053,-0.2124,0.2339,-0.8392,-0.2439,-0.0985,-0.7912,-0.8123
LY96,-1.4879,-0.6399,-0.7888,-0.1451,0.7572,-1.6952,0.5225,0.7239,0.1202,-0.3324
NAP1L4,1.2615,-0.1375,-0.7671,0.1703,-0.1766,-0.1156,0.2516,2.0941,0.2094,-0.4253
CDX1,-1.1206,0.0239,-0.9858,0.4424,0.365,-0.434,-0.3642,-0.0996,0.1427,-0.8069
C6orf201,0.041,0.3338,-0.3171,0.454,0.2651,-1.1108,0.788,-1.0049,0.7211,1.275
COL8A2,-0.7181,0.3771,1.4631,1.3085,1.8336,-1.1519,-0.4193,-1.1317,-1.0305,-0.841
ETV4,-0.6535,0.2906,0.5442,-0.3877,-0.7081,-0.3313,-1.0563,-1.3352,-1.2347,-0.9071
SLC22A24,0.7193,-1.3532,1.0311,0.4342,-0.571,0.0486,0.2889,0.5626,0.1598,0.9957
FLJ13224,1.3538,1.0927,0.0341,-0.4329,-1.415,-0.542,-0.1487,-0.8509,-0.9935,-0.4621
AGGF1,0.6134,-2.5056,0.1694,0.1427,-0.4287,-0.7617,0.4227,1.8138,-0.0293,0.0258
CHID1,-0.6319,2.5179,-0.0179,-0.3118,-1.376,0.2764,-0.572,0.0523,0.74,-0.2287
C19orf29,0.6949,0.001,0.013,0.0379,-1.2389,-0.418,-0.4371,-0.78,-1.1787,-0.8388
UGT2B11,-0.7518,1.1753,-0.6951,1.6544,1.427,-0.1332,-0.5385,-0.8564,-0.6585,2.0205
OR4M1,-0.9395,1.9441,-0.2989,-0.502,1.3112,-1.6147,-1.051,1.2903,-0.0451,-0.3701
AI625535,-1.0635,0.4072,-0.7907,-0.031,1.0673,0.6784,-0.0376,0.2066,0.9235,0.7842
AGMO,-1.0989,0.2062,1.3385,-0.3279,-0.4006,-0.1992,-0.9323,1.1737,0.308,0.954
LOC100506810,1.5867,0.9957,-0.3628,0.1289,-1.1146,0.512,-0.4766,-0.8763,-0.0829,-0.8899
HIST1H1A,-1.5256,-0.1407,0.6752,0.134,-0.2216,-1.3431,-0.4031,-0.4564,-0.4111,0.2667
LYPLA1,1.0976,1.0724,0.1399,0.944,0.1164,0.1536,0.0805,1.2648,1.8278,2.3456
SLC26A10,-0.958,-0.2538,-0.2209,-0.2598,-0.0123,-0.3026,0.1438,0.8576,-0.1494,0.0113
KRTAP9-4,1.7439,-1.4613,1.3403,-0.181,0.0777,0.2027,-0.6492,1.2152,0.4383,-0.1827
CLCNKB,2.1341,-2.4853,0.3848,2.1347,-1.0626,1.4966,-0.6491,0.3581,-0.41,3.1059
FRAT1,-0.7064,-1.3128,0.4675,0.8049,-0.2305,1.1919,0.4414,1.6909,0.9594,2.2805
DA821820,0.4494,-1.5295,-0.4861,-0.5101,0.3143,-0.6131,-1.0227,1.2192,-0.3015,-0.2089
FAM151B,-1.0572,-0.9913,-0.9923,0.9514,0.7105,0.2754,-0.9138,0.6882,0.504,-0.2109
C21orf34,-1.5399,-0.0011,0.5206,1.0386,1.8635,-1.5195,0.8737,-1.2167,-1.2386,-0.836
CYP4F8,-0.1922,0.8491,1.7233,0.3113,0.1431,-0.2498,-0.4989,-0.1827,-0.3445,-0.2819
GABRR3,-0.5134,-0.6987,0.6034,-1.0482,0.2874,0.3333,-0.5234,-0.6051,-0.5906,1.2489
OR4C11,-1.1619,-0.2349,0.2524,-0.8004,-0.1227,1.6084,-1.9758,-0.3123,-0.0624,1.2849
TCRBV7S1A1N2T,-0.4725,0.0795,0.2011,-0.04,0.1532,-0.0919,1.0062,-0.8842,0.0799,-0.3342
AA577794,0.5541,1.213,-1.4986,1.695,-1.9171,-0.1587,-1.8146,-0.2451,0.3063,-0.0576
C14orf45,-0.5802,-0.5328,0.1147,1.2867,0.6696,2.5607,0.3026,-0.2307,-0.0771,0.3416
